X,Y
7.470185,2.575223
1.614478,1.244414
8.396409,5.148387
5.725402,5.106648
0.41457,7.90452
9.792208,7.235188
4.660248,0.234581
0.586227,3.749192
5.9283,0.127326
3.222877,5.323863
4.527493,3.639119
0.079866,1.061664
4.936294,9.447138
6.973234,4.540584
6.316276,3.945275
5.597917,4.769264
9.793102,1.961149
6.249219,5.804163
0.081102,3.104313
7.663905,0.121847
4.505916,3.999858
1.454342,2.489867
0.770743,2.218273
7.056418,3.042589
5.91523,8.581547
9.371713,0.543721
2.832045,0.707154
5.356672,9.405187
7.434703,2.145688
7.696291,6.93237
9.111236,8.274565
3.397089,0.478658
9.451788,2.229348
2.643922,7.717588
9.404272,1.585892
8.58743,7.078813
2.99069,9.250641
1.863713,9.544472
6.507794,0.073058
4.595056,7.46545
5.739214,8.063306
7.380322,0.832407
0.122262,7.77993
9.35588,6.52434
2.041073,7.446459
5.792707,1.457836
1.45882,0.662439
9.892566,6.273064
0.955203,8.1936
5.455921,2.217934
3.901461,1.257471
4.916545,0.22977
8.983667,2.964905
2.872489,7.864206
7.576054,5.134605
8.690407,6.683902
6.569693,3.566912
3.019949,9.995114
8.177788,6.044732
2.127225,8.407969
9.967425,3.823613
0.84111,8.596762
2.908609,9.179658
9.603391,8.849422
2.584925,8.703059
3.623595,3.520723
8.876199,4.456714
2.461505,7.341691
2.402024,2.863504
6.49523,9.688052
1.806068,4.242461
2.679896,8.37345
4.564548,4.283185
5.761828,2.308571
5.418319,2.429542
2.68533,2.455177
0.756507,1.137763
7.313962,0.904466
4.320646,4.280751
9.785468,8.622056
9.451799,2.589525
9.829257,3.42727
5.769134,8.954365
6.197642,1.11231
3.64699,6.652377
4.996776,4.257292
8.148414,9.124825
8.150498,5.259992
5.176741,0.79672
9.490074,2.374558
6.522745,4.612811
0.035084,0.141335
7.213434,3.45824
5.915458,8.49032
8.10958,9.438778
2.081943,8.01369
9.052567,7.114705
2.462044,2.428197
3.027182,4.214019
2.540756,3.08614
