X,Y
0.372885,-450.393239
0.975195,365.490676
1.400041,-225.89486
2.018564,101.624661
2.819297,-388.262236
3.471462,-254.976159
4.118733,244.306433
4.80164,401.953195
5.208925,-420.639941
6.124175,449.042849
6.594194,-214.188111
6.884891,-89.879575
7.176968,66.112572
7.316768,-414.666493
7.895495,220.665429
8.668816,-92.098729
8.929655,-339.717963
8.965008,-458.02415
9.519476,-356.214001
10.490613,-585.356068
10.83872,-322.213649
11.637204,136.631685
12.164098,66.903837
12.478098,-61.81891
13.091672,-548.249191
13.805725,-19.193125
14.088473,-299.722026
14.653707,156.148642
15.541683,106.391025
15.861895,153.741717
15.992447,-812.097077
16.334726,-541.146879
16.72899,67.5871
17.604492,45.587763
17.676721,-908.349078
18.454005,-663.45765
18.873883,-574.75357
18.990157,-120.974847
19.072616,-659.489797
20.003553,-602.456796
20.469437,-280.801401
21.012181,-1013.800947
21.55873,-945.882144
22.381542,-977.456047
22.930298,-1128.754026
23.652254,-697.495299
23.809831,-311.667442
24.001347,-547.247574
24.581942,-1199.336824
24.927868,-567.47813
25.751488,-419.708693
26.099396,-720.837825
26.102953,-1155.238104
26.136217,-1396.031695
26.522047,-1258.883292
27.256731,-908.724343
27.360999,-1119.930576
27.473537,-1378.297958
27.671679,-1466.460659
27.727279,-1443.148738
28.411301,-676.037422
29.286979,-902.551124
30.156378,-1357.752685
30.243997,-1307.472598
30.254523,-1523.610583
30.294208,-931.229576
31.012876,-1189.744343
31.552138,-925.252449
31.779128,-1009.387157
32.184069,-1004.600552
32.928611,-1806.494461
33.497047,-2052.808908
34.141374,-1781.53972
35.089764,-1537.628493
35.248953,-1615.37727
36.071998,-1999.597451
36.664253,-2239.363022
37.504129,-2223.031645
38.292079,-2045.464113
38.40971,-2416.745239
39.164789,-1875.966311
39.284714,-2040.134015
40.169967,-2788.919685
40.279318,-1964.889195
40.447252,-2124.646446
40.47449,-2383.786689
40.642119,-2220.612112
41.228687,-2148.783762
41.527962,-2912.20201
41.742147,-2822.625419
41.856764,-2638.153033
42.090086,-2171.066589
42.985468,-2749.911191
43.32406,-2884.966044
44.162381,-2374.996164
45.145371,-2498.333718
45.658047,-3196.719208
46.428123,-2838.060187
46.50055,-3107.404563
46.82493,-3151.521129
