X,Y
3.084536,12.115121
3.721866,13.192654
7.400449,9.511166
4.925332,-4.523422
8.023141,0.416473
2.006138,9.712829
7.995575,6.534067
11.93665,1.167499
2.056691,11.308872
1.297459,-2.839327
7.897727,0.223176
7.347769,0.588397
9.377508,14.896213
4.089608,5.254364
4.458981,1.522102
12.938194,1.312865
11.770395,3.961246
1.288705,11.639235
-1.71306,2.003115
1.821505,10.604921
-1.30848,11.047928
7.096484,1.950718
7.471615,2.552135
0.159537,12.996011
1.755328,9.096179
12.17165,7.192904
5.058795,11.555076
4.87976,5.117175
7.115585,12.892106
2.000637,8.607437
4.997115,3.791916
2.848552,8.661686
5.000916,3.265237
11.372117,7.388482
4.045878,5.732107
11.403881,7.587219
3.987301,6.341434
5.782446,3.73429
9.064906,-1.906124
3.235168,9.055745
9.778992,-2.543509
3.620614,14.6039
6.008541,-4.542867
4.887798,6.22385
8.50337,-1.652004
0.300813,3.674297
4.715096,4.056092
-2.747697,3.509388
-1.937118,7.860755
6.694373,2.000798
-1.983804,-2.423981
-1.675465,-4.372318
3.296459,5.891918
7.205622,0.378754
3.448661,6.405465
0.135626,12.729226
3.45097,5.931052
13.890735,3.276628
7.069249,5.873507
7.132544,2.539383
2.186757,10.915139
2.82424,7.286665
8.336463,0.423188
-2.305426,-4.558455
6.499066,3.284512
1.521645,11.13281
9.670892,-2.732187
-1.480935,1.440107
12.189091,2.859423
4.832556,5.50002
12.192583,2.66036
13.166068,3.083
6.104386,-3.058392
2.596273,8.70137
-1.057123,3.337095
8.919512,10.129061
4.105687,5.146163
8.909888,-2.665369
4.304572,6.011277
7.91437,1.565024
8.960507,-2.807256
14.99974,10.953713
-2.613121,-4.449286
6.976096,1.505653
7.466976,0.134028
1.590703,10.614367
5.254126,3.794412
9.220864,8.563254
6.246225,4.170959
6.081353,14.858131
12.397701,-0.855395
4.12293,5.110249
7.312878,8.499182
5.947906,4.698923
-2.011358,10.503384
3.642619,8.359632
-2.720676,-2.434193
9.021513,-2.787139
8.073658,-1.264881
10.975723,13.626494
2.468123,7.73513
7.555438,1.593652
12.905454,10.842493
5.20827,4.066335
-2.385839,14.829923
6.280795,3.021957
6.881173,1.675261
3.902078,4.961631
10.796214,-3.114453
14.163849,11.03268
8.196247,-0.902043
5.950971,2.189713
4.172116,6.886027
4.213261,7.505405
9.109309,-0.976876
8.908689,-1.571454
8.918717,-0.500932
-1.655033,3.365938
8.858139,11.637745
7.516908,5.4361
13.87826,5.631053
4.737342,6.1286
5.984238,7.853056
4.505632,0.924053
3.4214,6.128865
2.396238,10.253401
11.347665,6.449554
8.684594,-0.569394
6.646864,2.174292
6.973091,2.676026
10.140722,8.891493
6.842501,1.733425
11.308086,5.247799
10.772558,12.320525
7.273122,1.78554
0.450156,12.100386
4.31303,6.346841
8.737351,-1.600503
7.482659,11.345594
2.689807,9.157346
3.966396,7.155926
1.255596,-2.925078
5.758144,5.332419
4.141736,7.411784
8.416351,10.037111
6.426554,3.39072
3.521591,5.858095
8.129607,-1.026328
-1.346359,13.786194
2.011682,9.384374
7.382522,1.51932
5.213446,-2.805863
8.620924,-2.386107
0.960856,12.714577
4.884839,4.688697
8.180418,-1.593933
8.237573,-0.385547
3.188569,12.062956
5.772622,2.26954
5.715591,2.476513
3.765433,7.747722
8.839646,-1.357197
7.443191,1.009483
-4.156112,-3.720032
4.774243,-3.215176
14.731949,14.344846
-0.907503,2.2479
2.32,7.486068
13.09385,5.160561
6.981726,2.103307
7.571273,-0.083371
7.875397,-1.317902
2.717722,9.472944
1.760584,10.581095
10.960755,12.873875
1.375774,11.324973
7.208162,-3.403864
-1.058907,14.972674
5.624955,11.001655
9.360505,7.531023
12.063181,8.501353
6.400661,1.489532
-4.39807,3.521851
3.41582,8.314339
14.506635,1.563582
2.280854,1.232305
7.604173,0.109248
7.90236,-0.347416
6.050884,3.806114
4.007872,5.371656
7.483949,-3.812513
9.228384,-2.73334
6.699675,-4.478418
14.767721,-4.971767
-0.226894,-1.941351
9.017541,-1.359773
9.136198,-0.829014
8.405563,-0.529059
6.737923,6.418648
1.735236,4.52318
6.843928,2.21618
8.812563,-2.422736
6.061166,3.588204
9.52742,-2.058627
-3.93224,12.550567
2.007216,8.879124
4.576105,6.247191
4.654612,5.615468
6.449913,2.091274
4.310823,5.231102
1.793215,9.465754
3.720407,6.117574
7.835164,-0.224605
3.484897,3.692564
-4.802049,-3.832493
12.427987,4.727565
7.713605,0.630037
8.431486,-1.050925
3.617121,7.690711
0.685888,12.117759
4.680246,8.351218
12.472235,8.66521
11.60569,14.328302
8.15571,9.020845
5.964006,2.202993
10.442329,10.329769
2.125969,6.464598
8.042631,-0.405372
7.768901,0.852416
0.813373,12.276417
1.556738,11.660036
5.983705,3.678939
4.726016,4.516067
6.91339,0.914855
3.82978,8.038754
9.591922,-2.908784
7.060661,0.128008
-1.159301,0.853638
5.014972,4.912831
5.98159,2.480734
5.127132,5.077316
7.681819,1.961516
4.858957,4.891308
11.806228,12.987176
-2.732504,5.041304
7.64189,2.226687
8.308059,-0.213988
8.31678,-0.553696
-3.977842,-3.667278
6.837739,1.646942
9.147124,1.062972
7.295954,1.606953
6.013768,2.998556
9.398613,-2.970224
4.345134,7.398973
5.076163,6.428332
8.214268,-0.278693
-4.14211,8.040538
8.343388,-0.911793
5.861011,2.239304
4.051003,5.424389
5.190015,6.326816
3.556634,3.443238
9.647086,-2.460602
6.626398,2.257461
13.225757,0.52153
10.345426,5.226848
3.976617,5.829022
-3.335541,4.303053
0.947781,10.895418
3.909849,7.712846
7.637016,2.201101
8.071909,-0.521197
9.438249,10.988541
8.353622,-1.201419
6.868288,1.380897
-4.432628,-4.926823
3.637556,6.960992
2.786913,8.909747
3.175903,8.948767
8.292404,0.874885
11.671758,12.417746
4.62229,7.075703
7.285239,10.134464
12.849323,-1.939876
-0.389488,12.228779
8.802024,-2.527171
2.22361,9.115696
4.992903,4.300939
8.707763,-1.003739
6.816565,-3.809342
2.588993,-0.20835
5.279538,4.546022
6.120071,4.14951
3.207814,7.234084
0.440884,-4.67119
2.027496,9.087182
5.244223,4.320876
14.013658,6.700185
1.442617,14.235671
0.142831,12.534263
5.012337,4.122763
8.30963,-1.215809
-2.325433,4.193724
1.982924,7.432471
-0.153053,5.084325
8.407648,7.341846
8.640226,-1.457499
1.638105,9.314057
-4.140955,0.744081
-4.815933,6.755381
6.848762,3.072749
2.101454,11.078299
