X,Y
0.411194,-59.938274
0.549662,-72.006761
0.860093,-68.979336
1.27504,32.07157
2.202931,-91.531894
3.174052,-47.832126
3.917471,-54.31856
4.232894,17.812954
4.5326,6.836449
5.384742,-115.132037
6.32428,-120.149855
6.544721,-122.309168
7.315955,-121.207105
7.494553,-69.683702
8.278272,-68.108436
8.843042,-109.607924
9.72821,-154.73955
9.836926,-150.656124
10.359891,-167.603816
11.003231,-124.063969
11.461015,-178.958517
12.031592,-180.632034
12.242435,-200.513724
12.515487,-250.418252
13.196433,-154.168972
13.727564,-187.514945
14.164293,-210.961913
15.068645,-305.159689
15.298182,-221.525881
15.765119,-356.647245
16.108788,-360.366288
16.357761,-419.790371
16.861009,-381.577347
17.089021,-472.402346
17.277818,-395.218449
18.018086,-389.433425
18.399674,-377.106255
19.135915,-461.05451
20.0861,-591.982465
20.478623,-468.454431
20.599686,-664.576546
20.809388,-586.754427
21.54345,-674.446893
22.419119,-685.505078
22.692517,-700.572959
23.546873,-847.451316
24.533156,-906.136211
25.404935,-896.781949
26.158674,-1016.522262
26.373148,-913.311456
27.135117,-954.865663
27.164912,-1092.716695
27.602618,-1088.467027
28.225855,-1061.842669
28.783074,-1136.668537
28.867913,-1091.866723
29.784151,-1206.351845
30.229037,-1311.115071
30.685838,-1386.598953
31.644403,-1448.935154
31.931511,-1489.107019
31.981371,-1394.030646
32.583096,-1580.923617
33.490021,-1594.338178
33.602055,-1618.236784
34.316351,-1749.724847
34.546967,-1627.501428
34.578727,-1604.953391
35.49701,-1778.485358
36.38233,-1853.167678
37.181105,-2035.425519
37.903749,-2038.286826
38.77742,-2040.515048
39.280951,-2289.705338
40.209802,-2266.486171
41.055154,-2423.5366
41.569035,-2509.482622
41.893109,-2585.263782
42.090124,-2617.925002
42.833521,-2663.469242
43.484499,-2737.937612
43.912218,-2709.575797
43.920784,-2799.34277
44.289786,-2817.493603
45.13185,-2934.613094
45.495201,-2915.702663
45.56204,-2955.979426
45.671993,-3039.3075
45.718931,-2923.553974
46.3322,-3018.712182
46.521562,-3150.824449
46.650266,-3038.786817
47.00397,-3117.810254
47.326683,-3185.415573
47.801814,-3257.367542
48.081984,-3339.621181
48.983197,-3490.140146
49.46821,-3506.720796
49.545151,-3597.893351
50.46974,-3622.022473
