X,Y
0.581807,3.930072
0.969903,6.831824
1.03564,6.630985
1.284787,6.558356
1.949874,15.588728
2.208365,15.708613
3.196012,16.309971
3.556981,18.921569
4.538984,13.669164
5.411611,16.334525
5.932486,23.047421
6.32431,24.504908
7.142363,25.116711
7.741282,23.264806
8.203317,27.760308
8.734236,26.612616
9.416726,31.648506
10.245231,30.654818
10.950146,35.415521
11.220472,37.576308
11.914865,38.730018
12.547878,38.920452
13.388936,41.778359
13.934246,44.890779
14.532204,39.277146
15.072987,46.455588
16.019183,49.040516
16.975208,49.855325
17.807985,49.67862
18.477828,52.141061
19.081154,56.937319
20.014998,49.461336
20.349882,51.756049
21.055807,53.134701
21.518989,57.161693
22.484604,63.247074
23.478979,59.031652
23.942756,66.44721
24.835679,69.789921
25.074803,68.340712
26.020145,71.406339
26.040235,69.133776
26.55402,66.311977
26.87705,73.192884
26.990993,67.393497
27.647275,72.306489
28.325769,71.936841
29.070358,72.290117
29.770713,78.266437
29.870166,81.017768
30.059387,75.140857
30.637785,76.390689
31.15821,76.870191
31.957974,80.300182
32.764832,86.574867
33.174322,90.164637
33.557087,86.290926
33.789638,82.183189
34.142032,90.293499
34.426055,92.929747
35.353157,88.958953
35.816584,95.642482
36.267754,96.497648
36.778628,91.065554
37.378277,95.563949
37.842946,95.452781
38.063757,96.86884
38.491153,94.727523
39.182422,103.57365
40.103596,103.34007
40.557186,107.201839
41.049813,99.403729
41.664066,109.149954
42.178315,108.554443
42.272346,104.449486
42.59359,105.046529
43.437021,109.619021
44.358556,108.999851
44.421064,108.111451
44.942589,114.471856
45.140054,109.734595
45.161388,110.672237
45.887032,114.376212
46.337639,113.86894
46.723685,118.336466
46.763309,118.502674
47.327587,117.133218
47.577919,122.483397
48.576738,125.718606
49.204783,120.917276
50.044561,122.669901
50.821503,126.276801
51.183296,126.194205
51.294426,130.800844
51.603927,126.065793
51.891848,134.006007
52.828874,134.287459
53.219956,133.726307
53.512103,131.383707
54.511364,132.025631
