X,Y
-4.84295,-27.856212
-4.814256,-27.338847
-4.78869,0.228135
-4.655193,-22.117745
-4.559656,-34.04845
-4.407779,-19.257214
-4.40043,-19.746371
-4.372795,-33.641127
-4.295637,-5.926944
-4.24346,-2.841419
-4.186325,12.26879
-3.987797,-10.364575
-3.854456,10.380086
-3.659113,12.863369
-3.442547,20.20676
-3.303221,-1.448701
-3.203165,-2.74118
-3.197866,19.613528
-3.101869,-2.158702
-2.978599,19.061514
-2.878674,29.743039
-2.747303,33.561512
-2.578329,3.863319
-2.575919,35.955075
-2.540013,19.080825
-2.379955,29.022927
-2.303606,17.715992
-2.29528,-3.169029
-2.193815,2.307826
-2.078834,34.440469
-2.036339,19.372129
-1.880361,-2.765376
-1.693187,28.954166
-1.629496,-15.173324
-1.508491,22.85706
-1.321589,20.102083
-1.242956,-4.068853
-1.11793,-22.013099
-0.935599,-9.663298
-0.872713,5.328998
-0.677058,3.893559
-0.531386,-29.287061
-0.440639,-30.432233
-0.244313,10.484692
-0.206672,0.986817
-0.077077,-15.072862
-0.063982,-10.358131
0.154437,-8.860627
0.289475,-6.285489
0.428511,-18.837971
0.625221,2.264352
0.826588,0.239454
0.988428,-27.082467
1.189148,-39.451764
1.238113,-10.567321
1.403878,-7.866197
1.622901,-27.094794
1.768872,-26.665103
1.9147,3.369995
2.054053,-9.673626
2.087903,-3.288878
2.116284,-14.009383
2.188187,8.289375
2.196467,3.488506
2.311443,-10.363572
2.369171,-35.87333
2.378486,6.300989
2.595571,7.091968
2.753819,-21.047012
2.897621,-17.444626
3.085536,-7.053573
3.114079,-3.964599
3.287228,25.442896
3.366042,-12.393773
3.43024,-2.782705
3.439787,36.933988
3.614587,14.59771
3.736642,28.340891
3.767995,37.712998
3.832217,31.557239
3.893644,19.127095
3.939135,33.771252
4.097031,47.583189
4.107442,55.938792
4.139682,32.014995
4.17363,57.847637
4.360899,39.476342
4.431627,63.678743
4.627255,78.235765
4.695824,97.088997
4.721677,104.067143
4.74602,109.038349
4.798614,69.771479
4.995831,106.09267
4.997647,99.732136
4.998313,127.217836
5.133673,102.324193
5.324162,151.277982
5.336362,158.713595
5.347469,150.003841
